time_s,delta_w_mps,delta_q_rads,w_gust_mps,delta_w_aero_mps,delta_e_rad,delta_w_dot,delta_q_dot,perturbation_az_mps2,delta_alpha_rad,delta_CL,delta_Cm,delta_Lift_N,delta_PitchMom_Nm,total_thrust_N,propulsion_model_status
1.3800000000000001,0.7505861511414993,0.08294556996905611,1.296726470566059,-0.5461403194245598,0.0,4.649723949825209,0.22730347837661796,1.1330242168595586,-0.012881372740785811,-0.0465403095163162,0.008825867658870615,-27.101267291759857,1.4333551134205542,nan,MODEL_NOT_IDENTIFIED
1.4000000000000001,0.8445937176110757,0.08700029319640282,1.3567627457812108,-0.5121690281701351,0.0,4.740009964618457,0.17698109099452888,1.0513993737711933,-0.012080119199214086,-0.04318747256453184,0.006871921619484241,-25.148849455257476,1.1160267038916167,nan,MODEL_NOT_IDENTIFIED
1.42,0.9397301824239824,0.08998073196615823,1.4072300100328976,-0.4674998276089152,0.0,4.7618889013278745,0.12004456261944428,0.9469146212609271,-0.011026542669526143,-0.038895637801245185,0.004661157983208448,-22.649636143168934,0.7569901213030198,nan,MODEL_NOT_IDENTIFIED
1.44,1.0345887584006281,0.09176531785461796,1.4473323644161884,-0.41274360601556026,0.0,4.711733223912851,0.05758987866367543,0.8210966424144714,-0.009735051682440177,-0.03372751553951493,0.002236132289774503,-19.640144709457203,0.36315655023579174,nan,MODEL_NOT_IDENTIFIED
1.46,1.127704589961979,0.09225577806962572,1.4764373708464733,-0.3487327808844942,0.0,4.5873751835243635,-0.009154133701509798,0.6759442267773542,-0.008225279800321485,-0.027765208423505806,-0.00035544186634604326,-16.16818501460653,-0.05772513664860914,nan,MODEL_NOT_IDENTIFIED
1.48,1.217584530347249,0.09137950129679738,1.4940860259858584,-0.2765014956386094,0.0,4.388159539714684,-0.07885514912979999,0.5138806851734841,-0.006521618532868057,-0.021108256810891325,-0.0030618322051674893,-12.291721216304376,-0.4972534165863691,nan,MODEL_NOT_IDENTIFIED
1.5,1.302737647793927,0.08909130411774845,1.5,-0.19726235220607302,0.0,4.114963769288262,-0.15010784157054394,0.3376991665212811,-0.004652668547101469,-0.013871392596413092,-0.00582847193418321,-8.077563780114845,-0.9465664309948116,nan,MODEL_NOT_IDENTIFIED
1.52,1.381705814485863,0.0853745809990256,1.4940860259858586,-0.11238021149999566,0.0,3.7701862640696464,-0.2214649301192072,0.15050209873887818,-0.0026506217203393126,-0.006182051675450453,-0.008599165214157222,-3.5999209418475733,-1.396537757788863,nan,MODEL_NOT_IDENTIFIED
1.54,1.453093747744143,0.08024183280174602,1.4764373708464733,-0.02334362310233029,0.0,3.357703577206654,-0.29146818503713373,-0.04436397253527737,-0.0005505872751134093,0.0018223026325844952,-0.011317291078347069,1.0611599115995558,-1.8379719325287691,nan,MODEL_NOT_IDENTIFIED
1.56,1.5155978993869528,0.07373458028483425,1.4473323644161886,0.06826553497076415,0.0,2.8827982964386356,-0.35867883115731874,-0.24337684341207563,0.001610124303281787,0.009996991637916609,-0.013926983953090858,5.821429752152434,-2.26179616953867,nan,MODEL_NOT_IDENTIFIED
1.58,1.568033625565407,0.06592268001390082,1.4072300100328976,0.16080361553250944,0.0,2.3520595959309425,-0.42170681871187143,-0.4429090960408202,0.0037927456297728894,0.018193014862882353,-0.016374270202004895,10.594122896176241,-2.659244941089094,nan,MODEL_NOT_IDENTIFIED
1.6,1.6093601147257561,0.056903070303198584,1.3567627457812104,0.25259736894454576,0.0,1.773258940570848,-0.47923847103970835,-0.6392992251616686,0.005957811110054743,0.026259971649178936,-0.01860814164677147,15.291658309425994,-3.022034321333445,nan,MODEL_NOT_IDENTIFIED
1.62,1.6387026045920206,0.04679798418585823,1.2967264705660586,0.34197613402596194,0.0,1.1552037836954439,-0.5300620638326264,-0.828922174461634,0.008065916201687496,0.03404895852209677,-0.02058154877253223,19.827326794848297,-3.3425232867131616,nan,MODEL_NOT_IDENTIFIED
1.6400000000000001,1.6553714790667182,0.03575267482073851,1.2280679923115172,0.427303486755201,0.0,0.5075724076459331,-0.5730909406969635,-1.0082580585477956,0.010078463886590045,0.04141539202683335,-0.02225229827195364,24.11693478142284,-3.613859480592478,nan,MODEL_NOT_IDENTIFIED
1.6600000000000001,1.658877901511199,0.02393270611309213,1.1518700962342472,0.5070078052769518,0.0,-0.1592666962036362,-0.6073838239686,-1.1739579115205603,0.011958385583290211,0.04822170942888799,-0.023583841685007257,28.080376991040527,-3.830107291415203,nan,MODEL_NOT_IDENTIFIED
1.68,1.6489457107501955,0.011520867578903318,1.0693344686738047,0.5796112420763908,0.0,-0.8344473268202639,-0.6321620370311432,-1.3229053837529816,0.013670824490311517,0.054339902982229356,-0.024545944116853725,31.643112188873626,-3.986356455080767,nan,MODEL_NOT_IDENTIFIED
1.7,1.625519379083377,-0.0012862224349021924,0.9817627457812106,0.6437566333021665,0.0,-1.506806250179497,-0.6468234139575996,-1.452273402975693,0.015183770274745375,0.059653847350361104,-0.02511522432925471,34.73751848292269,-4.078809767882707,nan,MODEL_NOT_IDENTIFIED
1.72,1.5887679063104145,-0.014281757186410718,0.8905359859392934,0.6982319203711211,0.0,-2.165088293451556,-0.650952733236754,-1.5595749224244138,0.016468635085012225,0.06406138414649075,-0.025275559867185434,37.30410718960715,-4.104848880640653,nan,MODEL_NOT_IDENTIFIED
1.74,1.5390845990277402,-0.02725255499232969,0.7970928896469849,0.7419917093807553,0.0,-2.7981521015661923,-0.6443285737825046,-1.6427069958189957,0.017500762055394428,0.067476132365413,-0.02501835326783198,39.292577081124065,-4.063077532073212,nan,MODEL_NOT_IDENTIFIED
1.76,1.4770827590058073,-0.03998297363677039,0.7029071103530153,0.774175648652792,0.0,-3.3951728661177754,-0.6269265525046316,-1.6999875444175478,0.018259858762384923,0.06982899863373519,-0.024342657770815086,40.66269383157692,-3.9533419646255195,nan,MODEL_NOT_IDENTIFIED
1.78,1.4035873771207168,-0.052258853459894325,0.6094640140607068,0.79412336306001,0.0,-3.9458384595331997,-0.5989189626195738,-1.7301843133737074,0.018730349468650407,0.07106936662649324,-0.023255163274317005,41.384982635868056,-3.776728643689808,nan,MODEL_NOT_IDENTIFIED
1.8,1.3196229989685124,-0.06387141781789567,0.5182372542187896,0.8013857447497228,0.0,-4.440535584916792,-0.5606708898132045,-1.7325356511273533,0.018901641428250855,0.07116595060519706,-0.02177004553125923,41.44122524040072,-3.5355397664802157,nan,MODEL_NOT_IDENTIFIED
1.82,1.2263979938825469,-0.07462106170535066,0.4306655313261955,0.7957324625563513,0.0,-4.8705227800140305,-0.5127329385921638,-1.7067628845703189,0.018768302005118,0.07010730374239588,-0.0199086837239697,40.82475594970338,-3.233247395064171,nan,MODEL_NOT_IDENTIFIED
1.84,1.125285519638355,-0.08432096250212001,0.3481299037657524,0.7771556158726027,0.0,-5.228087387702471,-0.45583075298483455,-1.653074202245587,0.018330144853977923,0.06790197762867707,-0.01769925356804982,39.54055451025146,-2.874427374853424,nan,MODEL_NOT_IDENTIFIED
1.86,1.0178015297981708,-0.09280045097530741,0.2719320076884825,0.7458695221096883,0.0,-5.506683920193411,-0.39085156354413225,-1.5721600958866393,0.017592224907346066,0.0645783350285045,-0.015176204951811333,37.60513707479204,-2.46467450122413,nan,MODEL_NOT_IDENTIFIED
1.8800000000000001,0.9055802186575783,-0.0999080857457769,0.20327352943394109,0.7023066892236373,0.0,-5.701051594121379,-0.31882803579209473,-1.4651805452593685,0.016564743382742577,0.06018402348244625,-0.012379634794573184,35.04624967136298,-2.010500669273701,nan,MODEL_NOT_IDENTIFIED
1.9000000000000001,0.7903473394645989,-0.10551438032122562,0.14323725421878916,0.6471100852458097,0.0,-5.807309192939827,-0.2409197333301337,-1.3337442606822059,0.015262865450322039,0.05478512266914263,-0.009354567285851479,31.902371696685023,-1.5192179818757485,nan,MODEL_NOT_IDENTIFIED
1.92,0.6738918644640652,-0.10951413839732213,0.09276998996710265,0.5811218744969626,0.0,-5.823025815261039,-0.1583925413921814,-1.1798804200156618,0.013706454563008227,0.04846498346873071,-0.006150154931475887,28.222039881714093,-0.9988089964729475,nan,MODEL_NOT_IDENTIFIED
1.94,0.5580364799824107,-0.11182836032072883,0.052667635583811656,0.5053688443985991,0.0,-5.74726648649405,-0.07259642329235048,-1.0060034506910915,0.011919728730406925,0.04132278134303018,-0.0028188148683937937,24.063005898656332,-0.45778645925392764,nan,MODEL_NOT_IDENTIFIED
1.96,0.44460742594601244,-0.11240569127254257,0.023562629153526776,0.42104479679248563,0.0,-5.5806120397384555,0.015058097252669133,-0.8148715109864023,0.009930845197012799,0.033471810904846924,0.0005846842929797015,19.491243257707083,0.09495499518813058,nan,MODEL_NOT_IDENTIFIED
1.98,0.3354041967886672,-0.11122338974292781,0.005913974014141676,0.3294902227745255,0.0,-5.325153103739697,0.10312432074600822,-0.6095394169037612,0.007771421048852803,0.025037552333810574,0.004004169288633374,14.579821345883806,0.6502926110721471,nan,MODEL_NOT_IDENTIFIED
2.0,0.2321696196518551,-0.10828780309980217,0.0,0.2321696196518551,0.0,-4.984458464209856,0.19014420852232544,-0.39330684048143555,0.005475998206785256,0.016155543560777495,0.00738302657092718,9.407666361367951,1.1990321288493535,nan,MODEL_NOT_IDENTIFIED
2.02,0.13646484587927732,-0.10367304052404384,0.0,0.13646484587927732,0.0,-4.578251356429847,0.2689338409924123,-0.18275495966440386,0.0032186866328364505,0.007506876077192895,0.010442314858279554,4.37139024661617,1.695872403323315,nan,MODEL_NOT_IDENTIFIED
2.04,0.04930384305936589,-0.09762577753042896,0.0,0.04930384305936589,0.0,-4.132337540850033,0.33344659972357693,0.006768934636285154,0.0011628901170857907,-0.0002780419944964632,0.012947252639858525,-0.16190890197111676,2.102684007213374,nan,MODEL_NOT_IDENTIFIED
2.06,-0.028651745681514684,-0.09042757924651561,0.0,-0.028651745681514684,0.0,-3.6598082922960136,0.38411819226862387,0.1741112757723965,-0.0006757856958568177,-0.007151826540113952,0.014914757814265937,-4.16463845432698,2.422214472819646,nan,MODEL_NOT_IDENTIFIED
2.08,-0.0969921408293757,-0.08234911221515377,0.0,-0.0969921408293757,0.0,-3.1727371998647027,0.4215965675071659,0.3186741081174783,-0.0022876756659651115,-0.013089915825216486,0.016369989306046273,-7.622495666503015,2.658549706994331,nan,MODEL_NOT_IDENTIFIED
2.1,-0.15553790424885094,-0.07364627070839092,0.0,-0.15553790424885094,0.0,-2.682069223069486,0.446704910222274,0.44036179561824557,-0.0036685475301679463,-0.0180883814858251,0.01734491019823755,-10.533192980824605,2.8168806382992435,nan,MODEL_NOT_IDENTIFIED
2.12,-0.2043165454849158,-0.06455703441108493,0.0,-0.2043165454849158,0.0,-2.197544097929714,0.4604056126704472,0.539524388780454,-0.004819050133991194,-0.022161602260400797,0.017876888800169848,-12.905103397780996,2.903276024994579,nan,MODEL_NOT_IDENTIFIED
2.14,-0.24353791877264036,-0.055299032066665615,0.0,-0.24353791877264036,0.0,-1.7276515511035557,0.4637657938930356,0.6168991147686718,-0.0057441331406020415,-0.025339860626504347,0.018007359811841962,-14.755860953912997,2.9244650229448728,nan,MODEL_NOT_IDENTIFIED
2.16,-0.2735690188501455,-0.04606777522276535,0.0,-0.2735690188501455,0.0,-1.2796154716820467,0.45792484170271214,0.6735513205246875,-0.006452452559907653,-0.027666916969549673,0.0177805640258656,-16.110948116230787,2.887632508330321,nan,MODEL_NOT_IDENTIFIED
2.18,-0.294908724333009,-0.037035517657502286,0.0,-0.294908724333009,0.0,-0.8594039718243183,0.44406435859071747,0.7108160544528133,-0.006955775040827918,-0.029197609981447683,0.017242381370201232,-17.002298450773225,2.800229559264406,nan,MODEL_NOT_IDENTIFIED
2.2,-0.30816297455113845,-0.02835068934977649,0.0,-0.30816297455113845,0.0,-0.4717621326918837,0.42338080277172035,0.730241322139348,-0.007268392387298985,-0.0299955258221827,0.0164392685992173,-17.46693933307135,2.6698009327048196,nan,MODEL_NOT_IDENTIFIED
2.22,-0.31402080097530616,-0.02013784889259564,0.0,-0.31402080097530616,0.0,-0.1202641739515069,0.39706103049775826,0.7335338992851174,-0.007406556230796264,-0.030130772321939944,0.01541730963686164,-17.54569582563208,2.503830836504001,nan,MODEL_NOT_IDENTIFIED
2.24,-0.3132315691236508,-0.012498094927501287,0.0,-0.3132315691236508,0.0,0.19261820433836285,0.36626086667199553,0.7225084336841856,-0.007387941253475445,-0.029677888284693935,0.01422138350436617,-17.281973227455712,2.3096077976435923,nan,MODEL_NOT_IDENTIFIED
2.2600000000000002,-0.30658372243167487,-0.005509875372482518,0.0,-0.30658372243167487,0.0,0.46543448756158634,0.3320867584832511,0.699040420443981,-0.007231143836919258,-0.028713911889767935,0.012894451957220911,-16.720632269190755,2.094108971718178,nan,MODEL_NOT_IDENTIFIED
2.2800000000000002,-0.29488525711954927,0.0007698672166725623,0.0,-0.29488525711954927,0.0,0.6976640769803578,0.29558050184688817,0.6650234930853839,-0.006955221538526383,-0.027316626373266574,0.011476966434806444,-15.90696754157797,1.8639038292571621,nan,MODEL_NOT_IDENTIFIED
2.3000000000000003,-0.27894609755650757,0.006304275022401294,0.0,-0.27894609755650757,0.0,0.8896179746991313,0.2577069732521995,0.6223313396673684,-0.0065792773933976475,-0.025562995687861047,0.010006391705644886,-14.8857965517386,1.6250767938673643,nan,MODEL_NOT_IDENTIFIED
2.32,-0.25956248579547064,0.011074938095819411,0.0,-0.25956248579547064,0.0,1.0423361106537048,0.21934475036545592,0.5727844292473441,-0.0061220917228365,-0.023527797752801415,0.008516841678885046,-13.70066383983964,1.383168096606754,nan,MODEL_NOT_IDENTIFIED
2.34,-0.23750344746093216,0.015080097499451977,0.0,-0.23750344746093216,0.0,1.1574827691943472,0.18127946343365506,0.5181216210437821,-0.005601802916124943,-0.021282458266699205,0.0070388212488573,-12.393161887101977,1.1431318505396555,nan,MODEL_NOT_IDENTIFIED
2.36,-0.21349934949311622,0.018332741213220777,0.0,-0.21349934949311622,0.0,1.2372423229715723,0.14419968603668645,0.459976627490626,-0.005035637551231959,-0.01889408389965466,0.005599066738881041,-11.002368126021175,0.9093101381926962,nan,MODEL_NOT_IDENTIFIED
2.38,-0.1882325237085673,0.020858641453745656,0.0,-0.1882325237085673,0.0,1.284217219106782,0.10869514777306526,0.39985921351613885,-0.004439689240273697,-0.01642469003140343,0.004220476502418286,-9.56439523826788,0.6854217409131932,nan,MODEL_NOT_IDENTIFIED
2.4,-0.16232989392307676,0.022694377509075377,0.0,-0.16232989392307676,0.0,1.3013298935256736,0.07525703265303879,0.33914093809669865,-0.003828744731388056,-0.013930615068778022,0.0029221225092495107,-8.112050101111016,0.4745640205090105,nan,MODEL_NOT_IDENTIFIED
2.42,-0.1363575135651181,0.023885383334412726,0.0,-0.1363575135651181,0.0,1.2917300197042938,0.044280114837993476,0.27904518041452997,-0.0032161550718133184,-0.011462110758342487,0.0017193332731679166,-6.674595219026036,0.2792263870275034,nan,MODEL_NOT_IDENTIFIED
2.44,-0.11081689524425828,0.02448405411740842,0.0,-0.11081689524425828,0.0,1.2587082331089945,0.016066477360328603,0.22064114153642975,-0.002613749036368459,-0.009063095798253009,0.0006238382445320637,-5.277605247407519,0.10131374866567598,nan,MODEL_NOT_IDENTIFIED
2.46,-0.08614299349007515,0.02454794092085234,0.0,-0.08614299349007515,0.0,1.2056172167937416,-0.009169441015903498,0.1648414729725387,-0.002031785547937414,-0.0067710584285052035,-0.000356036227382736,-3.9429102691014477,-0.05782166318447955,nan,MODEL_NOT_IDENTIFIED
2.48,-0.06270368662082022,0.02413805745040577,0.0,-0.06270368662082022,0.0,1.1358007907462022,-0.03129472121083971,0.1124031551422827,-0.0014789414567216938,-0.004617092514961467,-0.0012151290855764328,-2.688616806789531,-0.19734167286391158,nan,MODEL_NOT_IDENTIFIED
2.5,-0.04080059314630133,0.023317318066803597,0.0,-0.04080059314630133,0.0,1.0525314207552796,-0.05025100327335357,0.06393123090072196,-0.0009623307960789677,-0.0026260509083606675,-0.0019511742969513441,-1.5291971267251787,-0.3168782678152962,nan,MODEL_NOT_IDENTIFIED
2.52,-0.020671051909661103,0.022149121443975375,0.0,-0.020671051909661103,0.0,0.958956354248157,-0.06604691935720818,0.019884990985350966,-0.00048755148653561,-0.0008167995188598019,-0.002564507035642366,-0.4756371909524956,-0.41648588161714467,nan,MODEL_NOT_IDENTIFIED
2.54,-0.0024910929389296253,0.020696089831953694,0.0,-0.0024910929389296253,0.0,0.8580524025200564,-0.07875013454786037,-0.019413791426370158,-5.875540687437674e-05,0.0007974444397779957,-0.0030577546397511134,0.46436637696134064,-0.4965912041596968,nan,MODEL_NOT_IDENTIFIED
2.56,0.01362077270761626,0.019018969768607386,0.0,0.01362077270761626,0.0,0.7525892222645897,-0.08847919237048835,-0.05377097191450027,0.0003212622178292836,0.0022087062559265503,-0.0034355199841324294,1.2861697576347701,-0.5579417601583264,nan,MODEL_NOT_IDENTIFIED
2.58,0.027599111395815175,0.017175696337187903,0.0,0.027599111395815175,0.0,0.6451008049672661,-0.09539534261711054,-0.08310887211399873,0.0006509580570402714,0.003413795198886626,-0.0037040641666566156,1.9879149306456103,-0.6015543761727433,nan,MODEL_NOT_IDENTIFIED
2.6,0.039426633877319074,0.015220619715797792,0.0,0.039426633877319074,0.0,0.5378647607118198,-0.0996945087966398,-0.107454203400266,0.0009299243231544526,0.004413808469989178,-0.003870994615829719,2.5702408162514208,-0.6286645280757547,nan,MODEL_NOT_IDENTIFIED
2.62,0.04912892166138347,0.013203889827738416,0.0,0.04912892166138347,0.0,0.4328888829878228,-0.10159953155545896,-0.1269254126838857,0.0011587643866688806,0.005213611416150704,-0.0039449639139528935,3.035980594304711,-0.6406774287671014,nan,MODEL_NOT_IDENTIFIED
2.64,0.05676895261066599,0.011170992385925862,0.0,0.05676895261066599,0.0,0.3319044025115736,-0.10135280330812275,-0.14171975794934757,0.0013389636558100817,0.00582130664234302,-0.003935383810409179,3.389852558804444,-0.6391215828228581,nan,MODEL_NOT_IDENTIFIED
2.66,0.06244155312036384,0.009162427528939157,0.0,0.06244155312036384,0.0,0.23636527988490258,-0.09920938847672632,-0.15210039051025054,0.0014727587245425655,0.006247703399950416,-0.00385215809043748,3.638151133101774,-0.625605403349031,nan,MODEL_NOT_IDENTIFIED
2.68,0.06626789081520715,0.007213520561706143,0.0,0.06626789081520715,0.0,0.14745284785121066,-0.09543070352819351,-0.15838368859742663,0.0015630074762394345,0.006505797298923716,-0.003705437180055902,3.7884438968401772,-0.6017773588700518,nan,MODEL_NOT_IDENTIFIED
2.7,0.06839010767171054,0.005354353024509664,0.0,0.06839010767171054,0.0,0.06608509248185257,-0.09027881173162786,-0.16092705365834034,0.0016130624994506902,0.006610269026347156,-0.0035053966196823784,3.8492796806748744,-0.5692899965862178,nan,MODEL_NOT_IDENTIFIED
2.72,0.06896617918022496,0.0036098013984136148,0.0,0.06896617918022496,0.0,-0.0070701428065700345,-0.08401136948932278,-0.16011734736006297,0.0016266498350906218,0.006577009382662232,-0.0032620408374248464,3.8299119862417763,-0.5297680743955187,nan,MODEL_NOT_IDENTIFIED
2.74,0.06816507090516975,0.0019996701872700036,0.0,0.06816507090516975,0.0,-0.07157873770013398,-0.07687724442882729,-0.15636011440554767,0.0016077547381170326,0.006422676596102101,-0.0029850330058885455,3.7400412023145257,-0.4847809289797325,nan,MODEL_NOT_IDENTIFIED
2.7600000000000002,0.06616224984891397,0.0005389058665117574,0.0,0.06616224984891397,0.0,-0.1272213459814324,-0.0691128103330388,-0.1500697044599206,0.0015605158076789573,0.006164290569133108,-0.002683551179631982,3.5895783271398867,-0.43581911196971984,nan,MODEL_NOT_IDENTIFIED
2.7800000000000002,0.06313559460489378,-0.0007621217752905229,0.0,0.06313559460489378,0.0,-0.17397257136975777,-0.06093891053667021,-0.14166037621995828,0.0014891285231855558,0.005818867467589059,-0.0023661703882122955,3.3884321830556483,-0.38427524139902935,nan,MODEL_NOT_IDENTIFIED
2.8000000000000003,0.059261735591612096,-0.0018972840885531118,0.0,0.059261735591612096,0.0,-0.21197888199602055,-0.05255846969272892,-0.13153843834045406,0.0013977589243470891,0.005403096899928329,-0.002040769904507123,3.1463214321103883,-0.33142894171997717,nan,MODEL_NOT_IDENTIFIED
2.82,0.05471284484784497,-0.002864316490313686,0.0,0.05471284484784497,0.0,-0.24153582984260968,-0.04415472383399029,-0.12009545586756692,0.0012904678946547303,0.0049330628634502195,-0.0017144645205432372,2.872612077978307,-0.27843568273186964,nan,MODEL_NOT_IDENTIFIED
2.84,0.0496538840623525,-0.003664411862388704,0.0,0.0496538840623525,0.0,-0.2630650887838842,-0.03589003040824222,-0.10770252725412384,0.0011711462528693197,0.004424008665931028,-0.0013935583428738773,2.576180575559457,-0.22631927577121042,nan,MODEL_NOT_IDENTIFIED
2.86,0.04424030979710364,-0.004301795580299621,0.0,0.04424030979710364,0.0,-0.277091768542473,-0.02790521340738506,-0.09470561610351541,0.00104346062796605,0.00389014517148433,-0.0010835193648820879,2.2653021690623842,-0.17596774415521513,nan,MODEL_NOT_IDENTIFIED
2.88,0.03861622629886351,-0.0047832923835695014,0.0,0.03861622629886351,0.0,-0.28422240342189165,-0.02031939376752956,-0.08142190359687464,0.0009108098909860989,0.0033445009721940577,-0.0007889728814600668,1.9475636442255508,-0.12813225370021536,nan,MODEL_NOT_IDENTIFIED
2.9,0.03291296890882417,-0.005117894264877198,0.0,0.03291296890882417,0.0,-0.2851239554459462,-0.013230251795936065,-0.06813711212984751,0.0007762917430582091,0.0027988124533300375,-0.0005137116786703719,1.6297993112961866,-0.08342876756212968,nan,MODEL_NOT_IDENTIFIED
2.92,0.027248094876893454,-0.00531633746831038,0.0,0.027248094876893454,0.0,-0.28050411274541054,-0.006714666368919284,-0.05510373799197691,0.0006426789125464755,0.002263451198563816,-0.0002607208528826766,1.3180487317693204,-0.04234207696046204,nan,MODEL_NOT_IDENTIFIED
2.94,0.02172475334658141,-0.005390695572534564,0.0,0.02172475334658141,0.0,-0.2710931067481447,-0.0008296749168997395,-0.042540120886407434,0.0005124042953902527,0.0017473857693902357,-3.2215085614786896e-05,1.0175344618509667,-0.005231854756945734,nan,MODEL_NOT_IDENTIFIED
2.96,0.016431402358642704,-0.005353994517425913,0.0,0.016431402358642704,0.0,-0.25762721686321316,0.004386301366932798,-0.030630270591634888,0.0003875542802965328,0.0012581745850538209,0.00017031378337435243,0.7326579063099796,0.02765961848977769,nan,MODEL_NOT_IDENTIFIED
2.98,0.011441837870511545,-0.005219854334156835,0.0,0.011441837870511545,0.0,-0.24083407966349352,0.008912021230960762,-0.01952436595729891,0.0002698694331980322,0.0008019864193910256,0.0003460409867867468,0.4670112541614653,0.056198397374037624,nan,MODEL_NOT_IDENTIFIED
3.0,0.006815497934150217,-0.005002161277567406,0.0,0.006815497934150217,0.0,-0.22141987167664595,0.01274182782978818,-0.009339838521951874,0.00016075167165161434,0.00038364491171147925,0.0004947468774388682,0.2234033981611428,0.08034881034196231,nan,MODEL_NOT_IDENTIFIED
3.02,0.0025980042364745735,-0.004714773051708905,0.0,0.0025980042364745735,0.0,-0.20005839125983021,0.015883942788630055,-0.00016295214085260495,6.127703771703012e-05,6.693451877530916e-06,0.0006167506892316083,0.0038977185653202686,0.10016270221628262,nan,MODEL_NOT_IDENTIFIED
3.04,-0.0011780969047328138,-0.004371258877664877,0.0,-0.0011780969047328138,0.0,-0.17738202599241154,0.018358695121196818,0.007949209099983059,-2.778682476807254e-05,-0.0003265231637754008,0.0007128417685749962,-0.19014036714400984,0.11576826591318604,nan,MODEL_NOT_IDENTIFIED
3.06,-0.004492431374698835,-0.003984675287331959,0.0,-0.004492431374698835,0.0,-0.15397455778028601,0.020196726226696788,0.014966429955922423,-0.00010595936793472744,-0.0006147638083442962,0.0007842098769994167,-0.357988128235331,0.1273587233162586,nan,MODEL_NOT_IDENTIFIED
3.08,-0.007335767952836738,-0.0035673777453327457,0.0,-0.007335767952836738,0.0,-0.13036572851724793,0.021437207848998118,0.02088281156849132,-0.00017302286240277153,-0.0008577861792418893,0.0008323759970688703,-0.4995044675124444,0.13518108788862906,nan,MODEL_NOT_IDENTIFIED
3.1,-0.009708897092909508,-0.0031308675087183954,0.0,-0.009708897092909508,0.0,-0.10702746468127011,0.022126105343046414,0.025714054075769627,-0.00022899595196976597,-0.0010562351782053298,0.0008591248975099086,-0.6150649229667613,0.13952521298855672,nan,MODEL_NOT_IDENTIFIED
3.12,-0.011621449786703568,-0.0026856725333996643,0.0,-0.011621449786703568,0.0,-0.08437163955356873,0.02231451396926459,0.02949464510229956,-0.00027410579509783476,-0.0012115274251945397,0.0008664405339122519,-0.7054944181233652,0.14071330069285004,nan,MODEL_NOT_IDENTIFIED
3.14,-0.013090685921091569,-0.002241260728052167,0.0,-0.013090685921091569,0.0,-0.06274923665401035,0.022057091323773,0.03227501849051245,-0.0003087594868655919,-0.0013257345499257463,0.0008564451822452583,-0.7719993005818431,0.13909001684404654,nan,MODEL_NOT_IDENTIFIED
3.16,-0.014140278695768255,-0.0018059834394626474,0.0,-0.014140278695768255,0.0,-0.04245076723978696,0.02141060449715516,0.034118740711849734,-0.0003335153880063309,-0.0014014676203811883,0.0008313430271190692,-0.8161000426389852,0.1350133295653928,nan,MODEL_NOT_IDENTIFIED
3.18,-0.014799118652414598,-0.0013870467251985929,0.0,-0.014799118652414598,0.0,-0.0237077880135892,0.020432606211554342,0.03509977518642868,-0.0003490549165052097,-0.0014417647715044286,0.0007933687580891277,-0.8395658054376727,0.12884616110147779,nan,MODEL_NOT_IDENTIFIED
3.2,-0.015100157753126385,-0.0009905077260057226,0.0,-0.015100157753126385,0.0,-0.006695362189260277,0.019180250077586603,0.03529986741545803,-0.00035615528380624563,-0.0014499837964222252,0.0007447415677833979,-0.8443518928850875,0.12094891693580771,nan,MODEL_NOT_IDENTIFIED
3.22,-0.015079310806986218,-0.0006212932862472821,0.0,-0.015079310806986218,0.0,0.008464692606746961,0.017709251289640338,0.03480608654320763,-0.0003556635836438743,-0.0014297011631953143,0.0006876247971932816,-0.8325409472730793,0.11167293202965196,nan,MODEL_NOT_IDENTIFIED
3.24,-0.014774428441322854,-0.00028323787987540424,0.0,-0.014774428441322854,0.0,0.021699922854448963,0.01607299558001639,0.03370855184928479,-0.0003484725683415426,-0.0013846186278002252,0.0006240913376424138,-0.806288568321792,0.10135485196768701,nan,MODEL_NOT_IDENTIFIED
3.2600000000000002,-0.014224352803162678,2.0862124931881265e-05,0.0,-0.014224352803162678,0.0,0.03298287153949503,0.014321796107707117,0.032098365842513105,-0.00033549837640084733,-0.0013184783335162202,0.0005560947768450599,-0.7677738740110878,0.09031194696605337,nan,MODEL_NOT_IDENTIFIED
3.2800000000000002,-0.013468064303212164,0.0002891807944954945,0.0,-0.013468064303212164,0.0,0.04232636396840353,0.012502295185027426,0.030065769181237788,-0.00031766040743767495,-0.0012349870220950186,0.00048544616881031447,-0.7191553673685336,0.07883833921476686,nan,MODEL_NOT_IDENTIFIED
3.3000000000000003,-0.01254392501795611,0.0005207843972648109,0.0,-0.01254392501795611,0.0,0.04977857688352106,0.010657005354172402,0.02769852665929473,-0.0002958634769156263,-0.0011377497362258936,0.00041379621450384537,-0.6625323302110229,0.06720210894812491,nan,MODEL_NOT_IDENTIFIED
3.3200000000000003,-0.011489021875817063,0.0007155453254165929,0.0,-0.011489021875817063,0.0,0.0554180097647666,0.008823982317124241,0.02508054803225803,-0.0002709823244058888,-0.0010302131683429044,0.00034262256218585093,-0.5999118341265772,0.05564323197037195,nan,MODEL_NOT_IDENTIFIED
